Node,degree,indegree_files_defines,outdegree_files_defines,indegree_files_calls,outdegree_files_calls,betweenness,closeness,pagerank,hubs,authorities,eigenvector,combined_score
\src\communities\centrality::df_files,0.0,,,,,,1.0,0.038461538461538484,1.1031640622083079e-15,0.3104509536717903,1.0,2.34891249213333
\src\communities\centrality::hits,0.0,,,,,,1.0,0.038461538461538484,1.1031640622083079e-15,0.31045095367179043,1.0,2.34891249213333
\src\communities\centrality::eigenvector_centrality,0.0,,,,,,1.0,0.038461538461538484,1.1031640622083079e-15,0.31045095367179026,1.0,2.34891249213333
\src\communities\centrality::df,0.0,,,,,,1.0,0.038461538461538484,1.1031640622083079e-15,0.31045095367179043,1.0,2.34891249213333
\src\communities\centrality::df2_nodes,0.0,,,,,,1.0,0.038461538461538484,1.1031640622083079e-15,0.3104509536717903,1.0,2.34891249213333
\src\communities\centrality::df_nodes,0.0,,,,,,1.0,0.038461538461538484,1.1031640622083079e-15,0.3104509536717903,1.0,2.34891249213333
\src\communities\centrality::most_important_nodes,0.0,,,,,,1.0,0.038461538461538484,1.1031640622083079e-15,0.3104509536717904,1.0,2.34891249213333
\src\communities\centrality::links,0.0,,,,,,1.0,0.038461538461538484,1.1031640622083079e-15,0.3104509536717904,1.0,2.34891249213333
\src\communities\centrality::top_20_files,0.0,,,,,,1.0,0.038461538461538484,1.1031640622083079e-15,0.3104509536717904,1.0,2.34891249213333
\src\communities\centrality::df2_files,0.0,,,,,,1.0,0.038461538461538484,1.1031640622083079e-15,0.3104509536717904,1.0,2.34891249213333
\src\communities\centrality::top_20_nodes,0.0,,,,,,1.0,0.038461538461538484,1.1031640622083079e-15,0.3104509536717903,1.0,2.34891249213333
\src\communities\centrality::most_important_files,0.0,,,,,,1.0,0.038461538461538484,1.1031640622083079e-15,0.3104509536717904,1.0,2.34891249213333
\src\communities\centrality::nodes,0.0,,,,,,1.0,0.038461538461538484,1.1031640622083079e-15,0.3104509536717903,1.0,2.34891249213333
\src\communities\centrality::construct_graph_from_json,0.0,,,,,,1.0,0.038461538461538484,1.1031640622083079e-15,0.3104509536717903,1.0,2.34891249213333
\src\communities\centrality::save_json,0.0,,,,,,1.0,0.038461538461538484,1.1031640622083079e-15,0.3104509536717905,1.0,2.34891249213333
\src\communities\centrality::read_json,0.0,,,,,,1.0,0.038461538461538484,1.1031640622083079e-15,0.3104509536717904,1.0,2.34891249213333
\src\communities\centrality::links_path,0.0,,,,,,1.0,0.038461538461538484,1.1031640622083079e-15,0.3104509536717903,1.0,2.34891249213333
\src\communities\centrality::nodes_path,0.0,,,,,,1.0,0.038461538461538484,1.1031640622083079e-15,0.3104509536717904,1.0,2.34891249213333
\src\communities\centrality::folder_path,0.0,,,,,,1.0,0.038461538461538484,1.1031640622083079e-15,0.3104509536717904,1.0,2.34891249213333
\src\communities\centrality::projectId,0.0,,,,,,1.0,0.038461538461538484,1.1031640622083079e-15,0.3104509536717905,1.0,2.34891249213333
\src\communities\centrality::df2,0.0,,,,,,1.0,0.038461538461538484,1.1031640622083079e-15,0.31045095367179043,1.0,2.34891249213333
\src\model\calls::CallIdentifier,0.0,,,,,,1.0,0.33333333333333304,1.1031640622083079e-15,1.9635617881414528e-15,1.0,2.333333333333336
\src\model\calls::CallsCapturer,0.0,,,,,,1.0,0.33333333333333304,1.1031640622083079e-15,1.9134858307656035e-15,1.0,2.333333333333336
\src\utils\rag::insertGraphFolderEmbeddings,0.0,,,,,,1.0,0.33333333333333304,1.1031640622083079e-15,1.3764552392309686e-15,1.0,2.3333333333333357
\src\utils\rag::insertNodesEmbeddings,0.0,,,,,,1.0,0.33333333333333304,1.1031640622083079e-15,1.4052930211597818e-15,1.0,2.3333333333333357
\src\utils\rag::splitMarkdownByHeaders,0.0,,,,,,1.0,0.33333333333333304,1.1031640622083079e-15,1.3631575919515173e-15,1.0,2.3333333333333357
\src\model\calls::VariableAssignment,0.0,,,,,,1.0,0.33333333333333304,1.1031640622083079e-15,1.836161518527385e-15,1.0,2.3333333333333357
\src\routes\create_graph::repoRequestValidator,0.0,,,,,,1.0,0.24999999999999986,1.1031640622083079e-15,1.2990284150233684e-15,1.0,2.250000000000002
\src\routes\create_graph::secret,0.0,,,,,,1.0,0.24999999999999986,1.1031640622083079e-15,1.272920836207576e-15,1.0,2.250000000000002
\src\routes\create_graph::processGraphCreation,0.0,,,,,,1.0,0.24999999999999986,1.1031640622083079e-15,1.2117142929261424e-15,1.0,2.2500000000000018
\src\routes\create_graph::createGraph,0.0,,,,,,1.0,0.24999999999999986,1.1031640622083079e-15,1.2160790914837448e-15,1.0,2.2500000000000018
\src\routes\graphs::updateGraphDocumentation,0.0,,,,,,1.0,0.19999999999999982,1.1031640622083079e-15,1.3317285434562754e-15,1.0,2.200000000000002
\src\routes\graphs::updateGraph,0.0,,,,,,1.0,0.19999999999999982,1.1031640622083079e-15,1.3603782598848055e-15,1.0,2.200000000000002
\src\routes\graphs::UpdateGraphDocumentation,0.0,,,,,,1.0,0.19999999999999982,1.1031640622083079e-15,1.353534569658166e-15,1.0,2.200000000000002
\src\routes\graphs::UpdateGraph,0.0,,,,,,1.0,0.19999999999999982,1.1031640622083079e-15,1.3142806985505633e-15,1.0,2.200000000000002
\src\routes\graphs::graphs,0.0,,,,,,1.0,0.19999999999999982,1.1031640622083079e-15,1.3475693288130744e-15,1.0,2.200000000000002
\src\utils\ai::createEmbeddingsOpenAI,0.0,,,,,,1.0,0.16666666666666666,1.1031640622083079e-15,1.7334967104552294e-15,1.0,2.1666666666666696
\src\utils\ai::getOpenAIChatCompletion,0.0,,,,,,1.0,0.16666666666666666,1.1031640622083079e-15,1.7197139987435059e-15,1.0,2.1666666666666696
\src\utils\ai::getAzureOpenAIChatCompletion,0.0,,,,,,1.0,0.16666666666666666,1.1031640622083079e-15,1.7964381298862167e-15,1.0,2.1666666666666696
\src\wiki\prompts::getNodesPerType,0.0,,,,,,1.0,0.16666666666666666,1.1031640622083079e-15,1.5242964240493818e-15,1.0,2.1666666666666696
\src\utils\ai::createEmbeddingsAzureOpenAI,0.0,,,,,,1.0,0.16666666666666666,1.1031640622083079e-15,1.7431385116217146e-15,1.0,2.1666666666666696
\src\utils\ai::chatCompletionMessages,0.0,,,,,,1.0,0.16666666666666666,1.1031640622083079e-15,1.7260316428625937e-15,1.0,2.1666666666666696
\src\wiki\prompts::getMostUsedNodesPerType,0.0,,,,,,1.0,0.16666666666666666,1.1031640622083079e-15,1.4971541643910423e-15,1.0,2.1666666666666696
\src\utils\ai::chatResponse,0.0,,,,,,1.0,0.16666666666666666,1.1031640622083079e-15,1.6700469195688194e-15,1.0,2.1666666666666696
\src\utils\git::getCommitHash,0.0,,,,,,1.0,0.16666666666666666,1.1031640622083079e-15,1.7767957317860036e-15,1.0,2.1666666666666696
\src\wiki\prompts::generateNodePrompts,0.0,,,,,,1.0,0.16666666666666666,1.1031640622083079e-15,1.4788462316377293e-15,1.0,2.1666666666666696
\src\utils\git::GitServiceType,0.0,,,,,,1.0,0.16666666666666666,1.1031640622083079e-15,1.7779751846964458e-15,1.0,2.1666666666666696
\src\utils\git::MAXSIZE,0.0,,,,,,1.0,0.16666666666666666,1.1031640622083079e-15,1.7350207319489436e-15,1.0,2.1666666666666696
\src\utils\git::downloadAndExtractRepo,0.0,,,,,,1.0,0.16666666666666666,1.1031640622083079e-15,1.8249264459931385e-15,1.0,2.1666666666666696
\src\wiki\prompts::generateFolderPrompts,0.0,,,,,,1.0,0.16666666666666666,1.1031640622083079e-15,1.5077854422066696e-15,1.0,2.1666666666666696
\src\utils\git::getCommitRepo,0.0,,,,,,1.0,0.16666666666666666,1.1031640622083079e-15,1.7595001365898739e-15,1.0,2.1666666666666696
\src\wiki\prompts::calculateLanguagePercentages,0.0,,,,,,1.0,0.16666666666666666,1.1031640622083079e-15,1.5919099357793416e-15,1.0,2.1666666666666696
\src\wiki\prompts::Graph,0.0,,,,,,1.0,0.16666666666666666,1.1031640622083079e-15,1.5848978176361552e-15,1.0,2.1666666666666696
\src\utils\git::getAccessToken,0.0,,,,,,1.0,0.16666666666666666,1.1031640622083079e-15,1.7427181801690994e-15,1.0,2.1666666666666696
\src\utils\db::GraphNode,0.0,,,,,,1.0,0.14285714285714274,1.1031640622083079e-15,1.8156141272787213e-15,1.0,2.142857142857146
\src\utils\db::sql,0.0,,,,,,1.0,0.14285714285714274,1.1031640622083079e-15,1.831240826028707e-15,1.0,2.142857142857146
\src\utils\db::getGraphFolderById,0.0,,,,,,1.0,0.14285714285714274,1.1031640622083079e-15,1.7980537045796316e-15,1.0,2.142857142857146
\src\utils\db::getGraphLinksById,0.0,,,,,,1.0,0.14285714285714274,1.1031640622083079e-15,1.85429988874198e-15,1.0,2.142857142857146
\src\utils\db::getGraphNodesById,0.0,,,,,,1.0,0.14285714285714274,1.1031640622083079e-15,1.9147952506803085e-15,1.0,2.142857142857146
\src\utils\db::GraphFolder,0.0,,,,,,1.0,0.14285714285714274,1.1031640622083079e-15,1.8499833130413025e-15,1.0,2.142857142857146
\src\utils\db::GraphLink,0.0,,,,,,1.0,0.14285714285714274,1.1031640622083079e-15,1.796532468818577e-15,1.0,2.142857142857146
\src\model\codebase::Codebase,0.0,,,,,,1.0,0.14285714285714274,1.1031640622083079e-15,1.4793620646260735e-15,1.0,2.1428571428571455
\src\model\codebase::ImportName,0.0,,,,,,1.0,0.14285714285714274,1.1031640622083079e-15,1.5846208825893467e-15,1.0,2.1428571428571455
\src\model\codebase::enc,0.0,,,,,,1.0,0.14285714285714274,1.1031640622083079e-15,1.6208071966786186e-15,1.0,2.1428571428571455
\src\model\codebase::Link,0.0,,,,,,1.0,0.14285714285714274,1.1031640622083079e-15,1.6140338791151728e-15,1.0,2.1428571428571455
\src\model\codebase::NodeCallTuple,0.0,,,,,,1.0,0.14285714285714274,1.1031640622083079e-15,1.6028180214452873e-15,1.0,2.1428571428571455
\src\model\codebase::Node,0.0,,,,,,1.0,0.14285714285714274,1.1031640622083079e-15,1.6506966822170705e-15,1.0,2.1428571428571455
\src\model\codebase::ImportStatement,0.0,,,,,,1.0,0.14285714285714274,1.1031640622083079e-15,1.4395108546716844e-15,1.0,2.142857142857145
\src\queries\typescript::importStatements,0.0,,,,,,1.0,0.12500000000000008,1.1031640622083079e-15,1.4966403933738742e-15,1.0,2.1250000000000027
\src\queries\typescript::definitionTemplate,0.0,,,,,,1.0,0.12500000000000008,1.1031640622083079e-15,1.5413208245282371e-15,1.0,2.1250000000000027
\src\queries\typescript::constructorDefinitions,0.0,,,,,,1.0,0.12500000000000008,1.1031640622083079e-15,1.500794782663896e-15,1.0,2.1250000000000027
\src\queries\typescript::exportClauses,0.0,,,,,,1.0,0.12500000000000008,1.1031640622083079e-15,1.4681218909357108e-15,1.0,2.1250000000000027
\src\queries\typescript::extraAssignmentCode,0.0,,,,,,1.0,0.12500000000000008,1.1031640622083079e-15,1.497867582597109e-15,1.0,2.1250000000000027
\src\queries\typescript::calls,0.0,,,,,,1.0,0.12500000000000008,1.1031640622083079e-15,1.5430003077407181e-15,1.0,2.1250000000000027
\src\queries\typescript::anyAssignments,0.0,,,,,,1.0,0.12500000000000008,1.1031640622083079e-15,1.518028941738673e-15,1.0,2.1250000000000027
\src\queries\typescript::tsQueries,0.0,,,,,,1.0,0.12500000000000008,1.1031640622083079e-15,1.499536317353981e-15,1.0,2.1250000000000027
\src\queries\python::importStatements,0.0,,,,,,1.0,0.12500000000000008,1.1031640622083079e-15,1.5762428524962583e-15,1.0,2.1250000000000027
\src\queries\python::assignments,0.0,,,,,,1.0,0.12500000000000008,1.1031640622083079e-15,1.565804545913988e-15,1.0,2.1250000000000027
\src\queries\python::definitionTemplate,0.0,,,,,,1.0,0.12500000000000008,1.1031640622083079e-15,1.5478176960630338e-15,1.0,2.1250000000000027
\src\queries\python::constructorDefinitions,0.0,,,,,,1.0,0.12500000000000008,1.1031640622083079e-15,1.7534462170224964e-15,1.0,2.1250000000000027
\src\queries\javascript::jsQueries,0.0,,,,,,1.0,0.12500000000000008,1.1031640622083079e-15,1.7226359685642127e-15,1.0,2.1250000000000027
\src\queries\javascript::constructorDefinitions,0.0,,,,,,1.0,0.12500000000000008,1.1031640622083079e-15,1.7127359695137036e-15,1.0,2.1250000000000027
\src\queries\javascript::exportClauses,0.0,,,,,,1.0,0.12500000000000008,1.1031640622083079e-15,1.7760114904315288e-15,1.0,2.1250000000000027
\src\queries\javascript::extraAssignmentCode,0.0,,,,,,1.0,0.12500000000000008,1.1031640622083079e-15,1.787298253256477e-15,1.0,2.1250000000000027
\src\queries\javascript::calls,0.0,,,,,,1.0,0.12500000000000008,1.1031640622083079e-15,1.7891499194610793e-15,1.0,2.1250000000000027
\src\queries\c::extraAssignmentCode,0.0,,,,,,1.0,0.12500000000000008,1.1031640622083079e-15,1.6592985840117299e-15,1.0,2.1250000000000027
\src\queries\javascript::anyAssignments,0.0,,,,,,1.0,0.12500000000000008,1.1031640622083079e-15,1.7319206663996499e-15,1.0,2.1250000000000027
\src\queries\python::extraAssignmentCode,0.0,,,,,,1.0,0.12500000000000008,1.1031640622083079e-15,1.6954037864461195e-15,1.0,2.1250000000000027
\src\queries\javascript::definitionTemplate,0.0,,,,,,1.0,0.12500000000000008,1.1031640622083079e-15,1.7350551026000654e-15,1.0,2.1250000000000027
\src\queries\c::cQueries,0.0,,,,,,1.0,0.12500000000000008,1.1031640622083079e-15,1.6790420124317996e-15,1.0,2.1250000000000027
\src\queries\c::anyAssignments,0.0,,,,,,1.0,0.12500000000000008,1.1031640622083079e-15,1.6982759271151077e-15,1.0,2.1250000000000027
\src\queries\c::calls,0.0,,,,,,1.0,0.12500000000000008,1.1031640622083079e-15,1.679637324329361e-15,1.0,2.1250000000000027
\src\queries\c::importStatements,0.0,,,,,,1.0,0.12500000000000008,1.1031640622083079e-15,1.715902870892814e-15,1.0,2.1250000000000027
\src\queries\c::assignments,0.0,,,,,,1.0,0.12500000000000008,1.1031640622083079e-15,1.7430051597018295e-15,1.0,2.1250000000000027
\src\queries\c::definitionTemplate,0.0,,,,,,1.0,0.12500000000000008,1.1031640622083079e-15,1.709021164873259e-15,1.0,2.1250000000000027
\src\queries\javascript::arrowFunctionConstructor,0.0,,,,,,1.0,0.12500000000000008,1.1031640622083079e-15,1.7462963303681293e-15,1.0,2.1250000000000027
\src\queries\c::constructorDefinitions,0.0,,,,,,1.0,0.12500000000000008,1.1031640622083079e-15,1.6657813957601893e-15,1.0,2.1250000000000027
\src\queries\php::spaceDeclaration,0.0,,,,,,1.0,0.12500000000000008,1.1031640622083079e-15,1.6226008831775706e-15,1.0,2.1250000000000027
\src\queries\php::phpQueries,0.0,,,,,,1.0,0.12500000000000008,1.1031640622083079e-15,1.463877839021024e-15,1.0,2.1250000000000027
\src\queries\php::anyAssignments,0.0,,,,,,1.0,0.12500000000000008,1.1031640622083079e-15,1.6363850235888028e-15,1.0,2.1250000000000027
\src\queries\python::calls,0.0,,,,,,1.0,0.12500000000000008,1.1031640622083079e-15,1.5793490175985984e-15,1.0,2.1250000000000027
\src\queries\php::calls,0.0,,,,,,1.0,0.12500000000000008,1.1031640622083079e-15,1.6111467702708112e-15,1.0,2.1250000000000027
\src\queries\php::extraAssignmentCode,0.0,,,,,,1.0,0.12500000000000008,1.1031640622083079e-15,1.6207750871037981e-15,1.0,2.1250000000000027
\src\queries\python::anyAssignments,0.0,,,,,,1.0,0.12500000000000008,1.1031640622083079e-15,1.5972379694925142e-15,1.0,2.1250000000000027
\src\queries\python::pyQueries,0.0,,,,,,1.0,0.12500000000000008,1.1031640622083079e-15,1.5318819364638687e-15,1.0,2.1250000000000027
\src\queries\php::assignments,0.0,,,,,,1.0,0.12500000000000008,1.1031640622083079e-15,1.645714331645747e-15,1.0,2.1250000000000027
\src\queries\php::definitionTemplate,0.0,,,,,,1.0,0.12500000000000008,1.1031640622083079e-15,1.6204978145206148e-15,1.0,2.1250000000000027
\src\queries\php::constructorDefinitions,0.0,,,,,,1.0,0.12500000000000008,1.1031640622083079e-15,1.5981662492575446e-15,1.0,2.1250000000000027
\src\model\utils::cleanDefCaptures,0.0,,,,,,1.0,0.1111111111111111,1.1031640622083079e-15,1.7841816764956793e-15,1.0,2.1111111111111143
\src\model\utils::getAllFiles,0.0,,,,,,1.0,0.1111111111111111,1.1031640622083079e-15,1.7574034148141105e-15,1.0,2.1111111111111143
\src\model\utils::getTotalSize,0.0,,,,,,1.0,0.1111111111111111,1.1031640622083079e-15,1.768393376571489e-15,1.0,2.1111111111111143
\src\model\utils::getRequiredDefinitions,0.0,,,,,,1.0,0.1111111111111111,1.1031640622083079e-15,1.7364283862258512e-15,1.0,2.1111111111111143
\src\model\utils::captureQuery,0.0,,,,,,1.0,0.1111111111111111,1.1031640622083079e-15,1.7548065928139046e-15,1.0,2.1111111111111143
\src\model\utils::getCalledNode,0.0,,,,,,1.0,0.1111111111111111,1.1031640622083079e-15,1.7745092502040533e-15,1.0,2.1111111111111143
\src\model\utils::renameSource,0.0,,,,,,1.0,0.1111111111111111,1.1031640622083079e-15,1.7502045409296322e-15,1.0,2.1111111111111143
\src\model\utils::cleanAndSplitContent,0.0,,,,,,1.0,0.1111111111111111,1.1031640622083079e-15,1.7450078265489348e-15,1.0,2.1111111111111143
\src\model\utils::firstConsecutiveDots,0.0,,,,,,1.0,0.1111111111111111,1.1031640622083079e-15,1.7531050825057716e-15,1.0,2.1111111111111143
\src\wiki\utils::documentFolders,0.0,,,,,,1.0,0.1111111111111111,1.1031640622083079e-15,1.575702226309607e-15,1.0,2.111111111111114
\src\wiki\utils::findFileParentNode,0.0,,,,,,1.0,0.1111111111111111,1.1031640622083079e-15,1.4784293082638047e-15,1.0,2.111111111111114
\src\wiki\utils::generateNodeDocumentation,0.0,,,,,,1.0,0.1111111111111111,1.1031640622083079e-15,1.5745861397725049e-15,1.0,2.111111111111114
\src\wiki\utils::documentNodesByLevels,0.0,,,,,,1.0,0.1111111111111111,1.1031640622083079e-15,1.5635527382528274e-15,1.0,2.111111111111114
\src\wiki\utils::totalTokens,0.0,,,,,,1.0,0.1111111111111111,1.1031640622083079e-15,1.4553661259176572e-15,1.0,2.111111111111114
\src\queries\java::constructorDefinitions,0.0,,,,,,1.0,0.1111111111111111,1.1031640622083079e-15,1.493905649055456e-15,1.0,2.111111111111114
\src\wiki\utils::generateFolderDocumentation,0.0,,,,,,1.0,0.1111111111111111,1.1031640622083079e-15,1.5393509413473353e-15,1.0,2.111111111111114
\src\wiki\utils::Graph,0.0,,,,,,1.0,0.1111111111111111,1.1031640622083079e-15,1.6005558892929683e-15,1.0,2.111111111111114
\src\wiki\utils::bfsLevels,0.0,,,,,,1.0,0.1111111111111111,1.1031640622083079e-15,1.5406467710426515e-15,1.0,2.111111111111114
\src\wiki\utils::buildGraphs,0.0,,,,,,1.0,0.1111111111111111,1.1031640622083079e-15,1.621847273215682e-15,1.0,2.111111111111114
\src\queries\java::definitionTemplate,0.0,,,,,,1.0,0.1111111111111111,1.1031640622083079e-15,1.3357014938492165e-15,1.0,2.1111111111111134
\src\queries\java::assignments,0.0,,,,,,1.0,0.1111111111111111,1.1031640622083079e-15,1.3374611210015806e-15,1.0,2.1111111111111134
\src\queries\java::importStatements,0.0,,,,,,1.0,0.1111111111111111,1.1031640622083079e-15,1.3389013864659042e-15,1.0,2.1111111111111134
